WAVENUMBER         COMPLEX_FREQUENCY   RESIDUAL_OUTPUT_D(w, k)              PDF_ARGUMENT
2.892e-05       2.829e+00+9.925e-02j      0.000e+00-1.120e-07j     -6.930e-01+1.569e-03j
2.906e-05       2.829e+00+9.869e-02j      0.000e+00-1.658e-08j     -6.896e-01+1.552e-03j
2.921e-05       2.829e+00+9.811e-02j      1.490e-08-1.160e-07j     -6.862e-01+1.535e-03j
2.935e-05       2.829e+00+9.753e-02j      1.490e-08+4.351e-08j     -6.828e-01+1.519e-03j
2.949e-05       2.829e+00+9.695e-02j      0.000e+00-3.631e-08j     -6.795e-01+1.502e-03j
2.964e-05       2.829e+00+9.635e-02j      0.000e+00+5.638e-08j     -6.762e-01+1.486e-03j
2.978e-05       2.829e+00+9.575e-02j      1.490e-08-1.075e-07j     -6.729e-01+1.469e-03j
2.993e-05       2.829e+00+9.514e-02j      0.000e+00-7.714e-08j     -6.697e-01+1.453e-03j
3.007e-05       2.828e+00+9.452e-02j      0.000e+00-8.715e-08j     -6.665e-01+1.437e-03j
3.021e-05       2.828e+00+9.390e-02j      1.490e-08-8.934e-08j     -6.633e-01+1.420e-03j
3.036e-05       2.828e+00+9.327e-02j      1.490e-08+1.348e-07j     -6.602e-01+1.404e-03j
3.050e-05       2.828e+00+9.263e-02j      0.000e+00+7.187e-08j     -6.571e-01+1.388e-03j
3.065e-05       2.828e+00+9.199e-02j      1.490e-08+3.282e-08j     -6.540e-01+1.372e-03j
3.079e-05       2.828e+00+9.134e-02j      0.000e+00+5.690e-08j     -6.509e-01+1.356e-03j
3.093e-05       2.828e+00+9.068e-02j      1.490e-08-7.448e-08j     -6.479e-01+1.340e-03j
3.108e-05       2.828e+00+9.002e-02j      1.490e-08+4.779e-08j     -6.449e-01+1.324e-03j
3.122e-05       2.828e+00+8.935e-02j      0.000e+00-4.563e-08j     -6.419e-01+1.308e-03j
3.136e-05       2.828e+00+8.867e-02j      0.000e+00-4.977e-08j     -6.390e-01+1.292e-03j
3.151e-05       2.828e+00+8.799e-02j      0.000e+00+1.150e-07j     -6.361e-01+1.276e-03j
3.165e-05       2.828e+00+8.731e-02j     -1.490e-08-1.305e-07j     -6.332e-01+1.261e-03j
3.180e-05       2.828e+00+8.661e-02j     -1.490e-08-8.855e-08j     -6.303e-01+1.245e-03j
3.194e-05       2.828e+00+8.592e-02j      0.000e+00-1.385e-08j     -6.275e-01+1.229e-03j
3.208e-05       2.828e+00+8.522e-02j     -1.490e-08-6.434e-08j     -6.247e-01+1.214e-03j
3.223e-05       2.827e+00+8.451e-02j     -1.490e-08-1.464e-07j     -6.219e-01+1.198e-03j
3.237e-05       2.827e+00+8.381e-02j      1.490e-08+6.100e-08j     -6.191e-01+1.183e-03j
3.252e-05       2.827e+00+8.309e-02j      1.490e-08-4.236e-08j     -6.164e-01+1.168e-03j
3.266e-05       2.827e+00+8.238e-02j     -1.490e-08+4.651e-08j     -6.137e-01+1.153e-03j
3.280e-05       2.827e+00+8.166e-02j      1.490e-08+1.367e-07j     -6.110e-01+1.138e-03j
3.295e-05       2.827e+00+8.093e-02j     -1.490e-08-2.770e-09j     -6.083e-01+1.123e-03j
3.309e-05       2.827e+00+8.020e-02j      0.000e+00+3.553e-09j     -6.057e-01+1.108e-03j
3.323e-05       2.827e+00+7.947e-02j     -1.490e-08-1.170e-08j     -6.030e-01+1.093e-03j
3.338e-05       2.827e+00+7.874e-02j      0.000e+00+3.677e-08j     -6.004e-01+1.078e-03j
3.352e-05       2.827e+00+7.801e-02j     -1.490e-08+6.786e-08j     -5.979e-01+1.063e-03j
3.367e-05       2.827e+00+7.727e-02j      2.980e-08+1.378e-07j     -5.953e-01+1.049e-03j
3.381e-05       2.827e+00+7.653e-02j      1.490e-08+1.367e-08j     -5.928e-01+1.035e-03j
3.395e-05       2.827e+00+7.579e-02j      0.000e+00-3.862e-08j     -5.903e-01+1.020e-03j
3.410e-05       2.827e+00+7.505e-02j     -2.980e-08-7.559e-08j     -5.878e-01+1.006e-03j
3.424e-05       2.828e+00+7.431e-02j      5.960e-08+1.479e-07j     -5.853e-01+9.918e-04j
3.439e-05       2.828e+00+7.356e-02j      0.000e+00-1.046e-07j     -5.829e-01+9.777e-04j
3.453e-05       2.828e+00+7.282e-02j      1.490e-08+2.937e-09j     -5.804e-01+9.638e-04j
3.467e-05       2.828e+00+7.208e-02j      2.980e-08+6.085e-08j     -5.780e-01+9.500e-04j
3.482e-05       2.828e+00+7.133e-02j      0.000e+00+1.420e-08j     -5.756e-01+9.363e-04j
3.496e-05       2.828e+00+7.059e-02j      0.000e+00-1.760e-08j     -5.733e-01+9.227e-04j
3.511e-05       2.828e+00+6.984e-02j      1.490e-08+1.236e-07j     -5.709e-01+9.092e-04j
3.525e-05       2.828e+00+6.910e-02j      2.980e-08+1.637e-07j     -5.686e-01+8.959e-04j
3.539e-05       2.828e+00+6.835e-02j      4.470e-08+1.255e-07j     -5.663e-01+8.826e-04j
3.554e-05       2.828e+00+6.761e-02j      0.000e+00+2.879e-08j     -5.640e-01+8.695e-04j
3.568e-05       2.828e+00+6.687e-02j     -2.980e-08-8.804e-08j     -5.617e-01+8.565e-04j
3.582e-05       2.828e+00+6.613e-02j      2.980e-08+7.627e-08j     -5.594e-01+8.436e-04j
3.597e-05       2.829e+00+6.539e-02j     -1.490e-08-5.514e-08j     -5.572e-01+8.309e-04j
3.611e-05       2.829e+00+6.466e-02j     -1.490e-08-9.057e-08j     -5.550e-01+8.183e-04j
3.626e-05       2.829e+00+6.392e-02j      4.470e-08+1.520e-07j     -5.528e-01+8.058e-04j
3.640e-05       2.829e+00+6.319e-02j      1.490e-08+3.071e-09j     -5.506e-01+7.934e-04j
3.654e-05       2.829e+00+6.246e-02j      1.490e-08+1.223e-08j     -5.484e-01+7.811e-04j
3.669e-05       2.829e+00+6.173e-02j     -1.490e-08+2.468e-09j     -5.463e-01+7.690e-04j
3.683e-05       2.829e+00+6.101e-02j      2.980e-08+1.200e-07j     -5.441e-01+7.570e-04j
3.698e-05       2.830e+00+6.029e-02j     -4.470e-08-1.497e-07j     -5.420e-01+7.452e-04j
3.712e-05       2.830e+00+5.957e-02j      0.000e+00+3.616e-08j     -5.399e-01+7.335e-04j
3.726e-05       2.830e+00+5.886e-02j      2.980e-08+6.114e-08j     -5.378e-01+7.219e-04j
3.741e-05       2.830e+00+5.815e-02j      4.470e-08+9.902e-08j     -5.357e-01+7.104e-04j
3.755e-05       2.830e+00+5.744e-02j     -2.980e-08-9.362e-08j     -5.337e-01+6.991e-04j
3.769e-05       2.831e+00+5.674e-02j     -2.980e-08-8.256e-08j     -5.316e-01+6.879e-04j
3.784e-05       2.831e+00+5.604e-02j     -2.980e-08-6.754e-08j     -5.296e-01+6.769e-04j
3.798e-05       2.831e+00+5.535e-02j      5.960e-08+1.531e-07j     -5.276e-01+6.659e-04j
3.813e-05       2.831e+00+5.466e-02j     -2.980e-08-6.931e-08j     -5.256e-01+6.551e-04j
3.827e-05       2.831e+00+5.397e-02j     -4.470e-08-1.928e-07j     -5.236e-01+6.445e-04j
3.841e-05       2.832e+00+5.329e-02j     -4.470e-08-1.683e-07j     -5.217e-01+6.340e-04j
3.856e-05       2.832e+00+5.261e-02j      8.941e-08+1.934e-07j     -5.197e-01+6.236e-04j
3.870e-05       2.832e+00+5.194e-02j     -8.941e-08-2.012e-07j     -5.178e-01+6.134e-04j
3.885e-05       2.832e+00+5.127e-02j      0.000e+00-1.782e-08j     -5.159e-01+6.032e-04j
3.899e-05       2.833e+00+5.061e-02j      1.192e-07+1.691e-07j     -5.140e-01+5.933e-04j
3.913e-05       2.833e+00+4.996e-02j     -1.192e-07-2.005e-07j     -5.121e-01+5.834e-04j
3.928e-05       2.833e+00+4.931e-02j     -1.192e-07-1.827e-07j     -5.102e-01+5.737e-04j
3.942e-05       2.834e+00+4.866e-02j     -2.980e-08-5.561e-08j     -5.083e-01+5.641e-04j
3.957e-05       2.834e+00+4.802e-02j      0.000e+00-1.556e-08j     -5.065e-01+5.547e-04j
3.971e-05       2.834e+00+4.739e-02j      0.000e+00+1.705e-08j     -5.046e-01+5.454e-04j
3.985e-05       2.834e+00+4.676e-02j      0.000e+00-7.124e-08j     -5.028e-01+5.362e-04j
4.000e-05       2.835e+00+4.613e-02j      0.000e+00+1.693e-08j     -5.010e-01+5.271e-04j
4.014e-05       2.835e+00+4.552e-02j     -5.960e-08-9.757e-08j     -4.992e-01+5.182e-04j
4.028e-05       2.835e+00+4.491e-02j     -1.490e-07-2.331e-07j     -4.974e-01+5.094e-04j
4.043e-05       2.836e+00+4.430e-02j     -2.980e-08-2.675e-08j     -4.956e-01+5.008e-04j
4.057e-05       2.836e+00+4.370e-02j     -1.192e-07-2.078e-07j     -4.939e-01+4.923e-04j
4.072e-05       2.836e+00+4.311e-02j     -8.941e-08-1.386e-07j     -4.921e-01+4.838e-04j
4.086e-05       2.836e+00+4.252e-02j      5.960e-08+1.224e-07j     -4.904e-01+4.756e-04j
4.100e-05       2.837e+00+4.194e-02j     -1.192e-07-1.865e-07j     -4.887e-01+4.674e-04j
4.115e-05       2.837e+00+4.136e-02j      2.980e-08+4.108e-08j     -4.870e-01+4.594e-04j
4.129e-05       2.837e+00+4.079e-02j     -2.980e-08-1.018e-07j     -4.853e-01+4.515e-04j
4.144e-05       2.838e+00+4.023e-02j      2.980e-08+4.411e-09j     -4.836e-01+4.437e-04j
4.158e-05       2.838e+00+3.967e-02j      1.192e-07+7.758e-08j     -4.819e-01+4.361e-04j
4.172e-05       2.838e+00+3.912e-02j     -1.192e-07-1.716e-07j     -4.802e-01+4.285e-04j
4.187e-05       2.839e+00+3.858e-02j      0.000e+00-4.044e-08j     -4.786e-01+4.211e-04j
4.201e-05       2.839e+00+3.804e-02j      2.980e-08-1.803e-09j     -4.769e-01+4.138e-04j
4.215e-05       2.839e+00+3.751e-02j      0.000e+00-1.209e-08j     -4.753e-01+4.066e-04j
4.230e-05       2.840e+00+3.698e-02j      2.980e-08+3.490e-08j     -4.737e-01+3.996e-04j
4.244e-05       2.840e+00+3.646e-02j      5.960e-08+4.041e-08j     -4.721e-01+3.926e-04j
4.259e-05       2.840e+00+3.595e-02j     -1.490e-07-1.943e-07j     -4.705e-01+3.858e-04j
4.273e-05       2.841e+00+3.544e-02j      2.980e-08+9.068e-08j     -4.689e-01+3.790e-04j
4.287e-05       2.841e+00+3.494e-02j     -2.980e-08-2.294e-08j     -4.673e-01+3.724e-04j
4.302e-05       2.841e+00+3.444e-02j     -5.960e-08-4.643e-08j     -4.657e-01+3.659e-04j
4.316e-05       2.842e+00+3.396e-02j     -8.941e-08-1.398e-07j     -4.642e-01+3.595e-04j
4.331e-05       2.842e+00+3.347e-02j     -2.980e-08-5.316e-08j     -4.626e-01+3.532e-04j
4.345e-05       2.842e+00+3.300e-02j      2.980e-08+3.200e-08j     -4.611e-01+3.471e-04j
4.359e-05       2.843e+00+3.253e-02j      1.192e-07+1.442e-07j     -4.596e-01+3.410e-04j
4.374e-05       2.843e+00+3.206e-02j      8.941e-08+1.648e-07j     -4.581e-01+3.350e-04j
4.388e-05       2.844e+00+3.160e-02j      1.192e-07+1.271e-07j     -4.566e-01+3.291e-04j
4.403e-05       2.844e+00+3.115e-02j      8.941e-08+9.691e-08j     -4.551e-01+3.234e-04j
4.417e-05       2.844e+00+3.070e-02j      1.192e-07+1.218e-07j     -4.536e-01+3.177e-04j
4.431e-05       2.845e+00+3.026e-02j      8.941e-08+3.761e-08j     -4.521e-01+3.121e-04j
4.446e-05       2.845e+00+2.983e-02j     -2.682e-07-2.406e-07j     -4.506e-01+3.066e-04j
4.460e-05       2.845e+00+2.940e-02j      8.941e-08+1.092e-07j     -4.492e-01+3.013e-04j
4.474e-05       2.846e+00+2.898e-02j     -5.960e-08-1.113e-07j     -4.477e-01+2.960e-04j
4.489e-05       2.846e+00+2.856e-02j      2.980e-08-8.040e-09j     -4.463e-01+2.908e-04j
4.503e-05       2.846e+00+2.815e-02j     -1.788e-07-1.773e-07j     -4.449e-01+2.857e-04j
4.518e-05       2.847e+00+2.774e-02j      2.980e-08-9.054e-10j     -4.434e-01+2.807e-04j
4.532e-05       2.847e+00+2.734e-02j      5.960e-08+5.943e-08j     -4.420e-01+2.757e-04j
4.546e-05       2.847e+00+2.695e-02j      2.384e-07+2.211e-07j     -4.406e-01+2.709e-04j
4.561e-05       2.848e+00+2.656e-02j      2.086e-07+1.888e-07j     -4.392e-01+2.661e-04j
4.575e-05       2.848e+00+2.618e-02j     -1.490e-07-1.967e-07j     -4.378e-01+2.615e-04j
4.590e-05       2.848e+00+2.580e-02j     -5.960e-08-6.407e-08j     -4.365e-01+2.569e-04j
4.604e-05       2.849e+00+2.543e-02j      0.000e+00+2.265e-08j     -4.351e-01+2.524e-04j
4.618e-05       2.849e+00+2.506e-02j     -8.941e-08-8.009e-08j     -4.337e-01+2.480e-04j
4.633e-05       2.850e+00+2.470e-02j     -2.980e-07-2.739e-07j     -4.324e-01+2.436e-04j
4.647e-05       2.850e+00+2.434e-02j     -2.980e-08-3.180e-08j     -4.311e-01+2.394e-04j
4.661e-05       2.850e+00+2.399e-02j      5.960e-08+4.496e-08j     -4.297e-01+2.352e-04j
4.676e-05       2.851e+00+2.364e-02j      8.941e-08+6.757e-08j     -4.284e-01+2.311e-04j
4.690e-05       2.851e+00+2.330e-02j     -2.682e-07-1.906e-07j     -4.271e-01+2.270e-04j
4.705e-05       2.851e+00+2.296e-02j      3.278e-07+2.562e-07j     -4.258e-01+2.231e-04j
4.719e-05       2.852e+00+2.263e-02j     -5.960e-08-3.723e-08j     -4.245e-01+2.192e-04j
4.733e-05       2.852e+00+2.230e-02j      0.000e+00+8.223e-10j     -4.232e-01+2.153e-04j
4.748e-05       2.852e+00+2.198e-02j     -2.980e-08-1.962e-08j     -4.219e-01+2.116e-04j
4.762e-05       2.853e+00+2.166e-02j      1.788e-07+2.034e-07j     -4.206e-01+2.079e-04j
4.777e-05       2.853e+00+2.135e-02j      0.000e+00+1.725e-08j     -4.193e-01+2.043e-04j
4.791e-05       2.853e+00+2.104e-02j      5.960e-08+4.310e-08j     -4.181e-01+2.007e-04j
4.805e-05       2.854e+00+2.074e-02j      8.941e-08+6.721e-08j     -4.168e-01+1.973e-04j
4.820e-05       2.854e+00+2.044e-02j     -2.980e-07-2.136e-07j     -4.156e-01+1.938e-04j
4.834e-05       2.854e+00+2.015e-02j      1.192e-07+1.868e-07j     -4.143e-01+1.905e-04j
4.849e-05       2.855e+00+1.986e-02j     -8.941e-08-4.763e-08j     -4.131e-01+1.872e-04j
4.863e-05       2.855e+00+1.957e-02j     -1.788e-07-1.087e-07j     -4.119e-01+1.839e-04j
4.877e-05       2.855e+00+1.929e-02j     -8.941e-08+4.271e-10j     -4.107e-01+1.808e-04j
4.892e-05       2.856e+00+1.901e-02j     -5.960e-08-8.022e-08j     -4.094e-01+1.776e-04j
4.906e-05       2.856e+00+1.874e-02j      0.000e+00-1.601e-09j     -4.082e-01+1.746e-04j
4.920e-05       2.856e+00+1.847e-02j     -2.086e-07-1.436e-07j     -4.070e-01+1.716e-04j
4.935e-05       2.857e+00+1.821e-02j      3.576e-07+2.329e-07j     -4.059e-01+1.686e-04j
4.949e-05       2.857e+00+1.795e-02j     -4.172e-07-2.698e-07j     -4.047e-01+1.657e-04j
4.964e-05       2.857e+00+1.769e-02j     -2.682e-07-1.717e-07j     -4.035e-01+1.629e-04j
4.978e-05       2.858e+00+1.744e-02j      3.278e-07+2.135e-07j     -4.023e-01+1.601e-04j
4.992e-05       2.858e+00+1.719e-02j      3.278e-07+2.088e-07j     -4.012e-01+1.574e-04j
5.007e-05       2.858e+00+1.694e-02j      4.172e-07+3.238e-07j     -4.000e-01+1.547e-04j
5.021e-05       2.859e+00+1.670e-02j      2.980e-08+1.257e-08j     -3.989e-01+1.520e-04j
5.036e-05       2.859e+00+1.647e-02j      2.980e-07+1.766e-07j     -3.977e-01+1.494e-04j
5.050e-05       2.859e+00+1.623e-02j      4.172e-07+2.519e-07j     -3.966e-01+1.469e-04j
5.064e-05       2.860e+00+1.600e-02j      5.066e-07+3.105e-07j     -3.955e-01+1.444e-04j
5.079e-05       2.860e+00+1.577e-02j     -2.086e-07-8.752e-08j     -3.943e-01+1.420e-04j
5.093e-05       2.860e+00+1.555e-02j      2.682e-07+1.629e-07j     -3.932e-01+1.395e-04j
5.108e-05       2.861e+00+1.533e-02j     -4.470e-07-2.519e-07j     -3.921e-01+1.372e-04j
5.122e-05       2.861e+00+1.512e-02j     -3.576e-07-1.396e-07j     -3.910e-01+1.349e-04j
5.136e-05       2.861e+00+1.490e-02j     -2.980e-08+3.458e-09j     -3.899e-01+1.326e-04j
5.151e-05       2.862e+00+1.469e-02j     -1.490e-07-9.996e-08j     -3.888e-01+1.304e-04j
5.165e-05       2.862e+00+1.449e-02j      5.960e-07+3.783e-07j     -3.877e-01+1.282e-04j
5.179e-05       2.862e+00+1.428e-02j     -2.384e-07-5.535e-08j     -3.866e-01+1.260e-04j
5.194e-05       2.863e+00+1.408e-02j     -4.172e-07-2.316e-07j     -3.856e-01+1.239e-04j
5.208e-05       2.863e+00+1.388e-02j      5.960e-08+9.319e-10j     -3.845e-01+1.218e-04j
5.223e-05       2.863e+00+1.369e-02j     -2.980e-07-1.569e-07j     -3.834e-01+1.198e-04j
5.237e-05       2.863e+00+1.350e-02j      1.192e-07+1.600e-07j     -3.824e-01+1.178e-04j
5.251e-05       2.864e+00+1.331e-02j     -4.172e-07-2.141e-07j     -3.813e-01+1.158e-04j
5.266e-05       2.864e+00+1.313e-02j      5.364e-07+2.777e-07j     -3.803e-01+1.139e-04j
5.280e-05       2.864e+00+1.294e-02j     -1.788e-07-3.852e-08j     -3.792e-01+1.120e-04j
5.295e-05       2.865e+00+1.276e-02j     -6.557e-07-3.375e-07j     -3.782e-01+1.102e-04j
5.309e-05       2.865e+00+1.259e-02j      2.086e-07+1.794e-07j     -3.772e-01+1.084e-04j
5.323e-05       2.865e+00+1.241e-02j      2.980e-07+2.423e-07j     -3.762e-01+1.066e-04j
5.338e-05       2.866e+00+1.224e-02j     -6.258e-07-3.125e-07j     -3.752e-01+1.048e-04j
5.352e-05       2.866e+00+1.207e-02j     -5.960e-07-2.825e-07j     -3.741e-01+1.031e-04j
5.366e-05       2.866e+00+1.191e-02j     -4.470e-07-2.129e-07j     -3.731e-01+1.014e-04j
5.381e-05       2.866e+00+1.174e-02j     -1.490e-07-1.980e-08j     -3.721e-01+9.974e-05j
5.395e-05       2.867e+00+1.158e-02j      2.980e-07+2.791e-07j     -3.711e-01+9.811e-05j
5.410e-05       2.867e+00+1.142e-02j      5.662e-07+2.672e-07j     -3.701e-01+9.650e-05j
5.424e-05       2.867e+00+1.127e-02j      4.172e-07+1.937e-07j     -3.692e-01+9.493e-05j
5.438e-05       2.868e+00+1.111e-02j     -5.662e-07-2.104e-07j     -3.682e-01+9.339e-05j
5.453e-05       2.868e+00+1.096e-02j     -5.662e-07-2.725e-07j     -3.672e-01+9.187e-05j
5.467e-05       2.868e+00+1.081e-02j     -4.172e-07-1.887e-07j     -3.662e-01+9.039e-05j
5.482e-05       2.868e+00+1.067e-02j     -1.192e-07-2.923e-09j     -3.653e-01+8.892e-05j
5.496e-05       2.869e+00+1.052e-02j      6.557e-07+3.032e-07j     -3.643e-01+8.749e-05j
5.510e-05       2.869e+00+1.038e-02j     -1.192e-07-4.593e-08j     -3.634e-01+8.608e-05j
5.525e-05       2.869e+00+1.024e-02j     -7.153e-07-3.182e-07j     -3.624e-01+8.470e-05j
5.539e-05       2.869e+00+1.010e-02j     -7.153e-07-2.479e-07j     -3.615e-01+8.334e-05j
5.554e-05       2.870e+00+9.965e-03j      1.192e-07+5.375e-08j     -3.605e-01+8.200e-05j
5.568e-05       2.870e+00+9.831e-03j     -7.749e-07-2.818e-07j     -3.596e-01+8.069e-05j
5.582e-05       2.870e+00+9.699e-03j      1.192e-07+6.276e-08j     -3.587e-01+7.941e-05j
5.597e-05       2.870e+00+9.569e-03j     -1.788e-07-8.071e-08j     -3.578e-01+7.814e-05j
5.611e-05       2.871e+00+9.441e-03j     -5.960e-08-7.660e-09j     -3.568e-01+7.690e-05j
5.625e-05       2.871e+00+9.316e-03j      2.384e-07+1.027e-07j     -3.559e-01+7.568e-05j
5.640e-05       2.871e+00+9.192e-03j      6.557e-07+2.749e-07j     -3.550e-01+7.448e-05j
5.654e-05       2.871e+00+9.070e-03j     -2.384e-07-9.695e-08j     -3.541e-01+7.331e-05j
5.669e-05       2.872e+00+8.949e-03j      2.384e-07+9.754e-08j     -3.532e-01+7.215e-05j
5.683e-05       2.872e+00+8.831e-03j     -9.537e-07-3.830e-07j     -3.523e-01+7.102e-05j
5.697e-05       2.872e+00+8.714e-03j     -5.960e-07-2.442e-07j     -3.514e-01+6.990e-05j
5.712e-05       2.872e+00+8.599e-03j      8.941e-07+3.581e-07j     -3.505e-01+6.881e-05j
5.726e-05       2.873e+00+8.486e-03j     -4.768e-07-1.449e-07j     -3.496e-01+6.773e-05j
5.741e-05       2.873e+00+8.375e-03j      8.345e-07+3.237e-07j     -3.488e-01+6.667e-05j
5.755e-05       2.873e+00+8.265e-03j     -1.013e-06-3.736e-07j     -3.479e-01+6.564e-05j
5.769e-05       2.873e+00+8.157e-03j      8.345e-07+3.145e-07j     -3.470e-01+6.462e-05j
5.784e-05       2.874e+00+8.051e-03j     -4.768e-07-1.842e-07j     -3.462e-01+6.361e-05j
5.798e-05       2.874e+00+7.946e-03j     -2.384e-07-4.368e-08j     -3.453e-01+6.263e-05j
5.812e-05       2.874e+00+7.843e-03j      5.960e-08+3.866e-08j     -3.444e-01+6.166e-05j
5.827e-05       2.874e+00+7.741e-03j     -1.013e-06-3.639e-07j     -3.436e-01+6.071e-05j
5.841e-05       2.875e+00+7.641e-03j      5.364e-07+1.942e-07j     -3.427e-01+5.978e-05j
5.856e-05       2.875e+00+7.542e-03j     -1.192e-06-4.303e-07j     -3.419e-01+5.886e-05j
5.870e-05       2.875e+00+7.445e-03j      4.768e-07+1.814e-07j     -3.411e-01+5.796e-05j
5.884e-05       2.875e+00+7.349e-03j     -5.960e-07-2.064e-07j     -3.402e-01+5.707e-05j
5.899e-05       2.875e+00+7.254e-03j     -4.768e-07-1.094e-07j     -3.394e-01+5.620e-05j
5.913e-05       2.876e+00+7.161e-03j      0.000e+00+7.069e-09j     -3.386e-01+5.535e-05j
5.928e-05       2.876e+00+7.070e-03j     -8.345e-07-2.460e-07j     -3.377e-01+5.451e-05j
5.942e-05       2.876e+00+6.980e-03j      1.013e-06+4.583e-07j     -3.369e-01+5.368e-05j
5.956e-05       2.876e+00+6.891e-03j     -4.768e-07-8.279e-08j     -3.361e-01+5.287e-05j
5.971e-05       2.877e+00+6.803e-03j     -9.537e-07-3.296e-07j     -3.353e-01+5.207e-05j
5.985e-05       2.877e+00+6.717e-03j     -6.557e-07-2.157e-07j     -3.345e-01+5.129e-05j
6.000e-05       2.877e+00+6.632e-03j     -2.384e-07-7.519e-08j     -3.337e-01+5.052e-05j
6.014e-05       2.877e+00+6.548e-03j      8.941e-07+3.485e-07j     -3.329e-01+4.976e-05j
6.028e-05       2.877e+00+6.465e-03j     -6.557e-07-1.836e-07j     -3.321e-01+4.902e-05j
6.043e-05       2.878e+00+6.384e-03j      1.073e-06+3.472e-07j     -3.313e-01+4.828e-05j
6.057e-05       2.878e+00+6.304e-03j      5.960e-08+1.255e-08j     -3.305e-01+4.756e-05j
6.071e-05       2.878e+00+6.225e-03j     -7.153e-07-1.783e-07j     -3.297e-01+4.686e-05j
6.086e-05       2.878e+00+6.147e-03j     -1.073e-06-3.470e-07j     -3.289e-01+4.616e-05j
6.100e-05       2.878e+00+6.070e-03j      5.364e-07+1.617e-07j     -3.282e-01+4.548e-05j
6.115e-05       2.879e+00+5.995e-03j     -1.788e-07+2.259e-08j     -3.274e-01+4.481e-05j
6.129e-05       2.879e+00+5.920e-03j     -4.768e-07-9.075e-08j     -3.266e-01+4.415e-05j
6.143e-05       2.879e+00+5.847e-03j     -1.311e-06-3.824e-07j     -3.258e-01+4.350e-05j
6.158e-05       2.879e+00+5.775e-03j     -1.132e-06-3.468e-07j     -3.251e-01+4.286e-05j
6.172e-05       2.879e+00+5.703e-03j     -4.768e-07-8.786e-08j     -3.243e-01+4.223e-05j
6.187e-05       2.880e+00+5.633e-03j     -9.537e-07-2.219e-07j     -3.236e-01+4.161e-05j
6.201e-05       2.880e+00+5.564e-03j     -1.371e-06-4.100e-07j     -3.228e-01+4.101e-05j
6.215e-05       2.880e+00+5.496e-03j     -7.749e-07-1.626e-07j     -3.221e-01+4.041e-05j
6.230e-05       2.880e+00+5.428e-03j      4.768e-07+1.397e-07j     -3.213e-01+3.982e-05j
6.244e-05       2.880e+00+5.362e-03j     -5.364e-07-1.506e-07j     -3.206e-01+3.925e-05j
6.258e-05       2.881e+00+5.297e-03j     -2.980e-07-7.004e-08j     -3.198e-01+3.868e-05j
6.273e-05       2.881e+00+5.232e-03j      1.311e-06+3.778e-07j     -3.191e-01+3.812e-05j
6.287e-05       2.881e+00+5.169e-03j     -1.788e-07-1.424e-09j     -3.184e-01+3.757e-05j
6.302e-05       2.881e+00+5.106e-03j      2.384e-07+5.805e-08j     -3.177e-01+3.703e-05j
6.316e-05       2.881e+00+5.044e-03j     -2.980e-07-2.432e-08j     -3.169e-01+3.650e-05j
6.330e-05       2.882e+00+4.983e-03j     -8.345e-07-1.646e-07j     -3.162e-01+3.598e-05j
6.345e-05       2.882e+00+4.923e-03j     -8.345e-07-2.106e-07j     -3.155e-01+3.546e-05j
6.359e-05       2.882e+00+4.864e-03j     -1.609e-06-4.779e-07j     -3.148e-01+3.496e-05j
6.374e-05       2.882e+00+4.806e-03j      4.172e-07+1.122e-07j     -3.141e-01+3.446e-05j
6.388e-05       2.882e+00+4.749e-03j      3.576e-07+8.423e-08j     -3.134e-01+3.397e-05j
6.402e-05       2.882e+00+4.692e-03j      2.384e-07+6.511e-08j     -3.126e-01+3.349e-05j
6.417e-05       2.883e+00+4.636e-03j      7.153e-07+2.210e-07j     -3.119e-01+3.302e-05j
6.431e-05       2.883e+00+4.581e-03j      1.192e-06+3.094e-07j     -3.112e-01+3.255e-05j
6.446e-05       2.883e+00+4.527e-03j     -1.311e-06-3.205e-07j     -3.105e-01+3.210e-05j
6.460e-05       2.883e+00+4.473e-03j     -1.431e-06-3.369e-07j     -3.099e-01+3.164e-05j
6.474e-05       2.883e+00+4.420e-03j      8.345e-07+2.227e-07j     -3.092e-01+3.120e-05j
6.489e-05       2.883e+00+4.368e-03j     -1.311e-06-3.398e-07j     -3.085e-01+3.077e-05j
6.503e-05       2.884e+00+4.317e-03j      6.557e-07+1.603e-07j     -3.078e-01+3.034e-05j
6.517e-05       2.884e+00+4.266e-03j      5.364e-07+1.242e-07j     -3.071e-01+2.991e-05j
6.532e-05       2.884e+00+4.216e-03j     -1.013e-06-2.581e-07j     -3.064e-01+2.950e-05j
6.546e-05       2.884e+00+4.167e-03j      7.749e-07+1.958e-07j     -3.058e-01+2.909e-05j
6.561e-05       2.884e+00+4.118e-03j     -1.729e-06-4.377e-07j     -3.051e-01+2.869e-05j
6.575e-05       2.884e+00+4.070e-03j     -1.371e-06-3.487e-07j     -3.044e-01+2.829e-05j
6.589e-05       2.885e+00+4.023e-03j      1.967e-06+4.860e-07j     -3.038e-01+2.790e-05j
6.604e-05       2.885e+00+3.976e-03j     -8.941e-07-2.044e-07j     -3.031e-01+2.752e-05j
6.618e-05       2.885e+00+3.930e-03j      5.364e-07+1.307e-07j     -3.024e-01+2.714e-05j
